"opportunity_id","opportunity_name","category","opportunity_code","tracking_questions"
"Opportunity#0000000010ZXBHNT54ZFYKW7DA","AI Forensic Challenge","Competition","M05Y51V","[{""code"": ""QG1XB7T"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q0PB54U"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QCSZ7VC"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010ZYTHAM54QTMB69AM","Crafting a Powerful Statement of Purpose (SOP) – Telling Your Story","Engagement","N0513KI","[{""code"": ""QA4E9T8"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QX7X288"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010ZYYYFBTFS0DQ8HQW","Entrepreneurial Workshop: Mastering Business Growth","Event","EAEVAOU","[{""code"": ""QZ4BT50"", ""ans_type"": ""boolean"", ""question"": ""Deliverables Submitted"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QU61JB6"", ""ans_type"": ""boolean"", ""question"": ""Feedback and relfection submitted"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QVZMJM3"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#000000000GHB4N83QX9KJM48K2","Project Management Early Internship","Internship","I448557","[{""code"": ""QK2Q8MR"", ""ans_type"": ""boolean"", ""question"": ""Scored >90% in Peer Evaluation"", ""is_frozen"": ""false"", ""serial_number"": ""11"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QI9YBFK"", ""ans_type"": ""boolean"", ""question"": ""Attended Orientation"", ""is_frozen"": ""false""}, {""code"": ""Q82YRP5"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Active"", ""is_frozen"": ""false""}, {""code"": ""Q6RMDTB"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Active"", ""is_frozen"": ""false""}, {""code"": ""Q7Q80EZ"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Active"", ""is_frozen"": ""false""}, {""code"": ""QWJ2RSH"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Active"", ""is_frozen"": ""false""}, {""code"": ""QSI5L80"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video"", ""is_frozen"": ""false""}, {""code"": ""Q24E862"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback Form"", ""is_frozen"": ""false""}, {""code"": ""QE15UAR"", ""ans_type"": ""boolean"", ""question"": ""Drop Out"", ""is_frozen"": ""false""}, {""code"": ""QACW8SV"", ""ans_type"": ""boolean"", ""question"": ""Submitted Self Evaluation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QU9XSTE"", ""ans_type"": ""boolean"", ""question"": ""Submitted Peer Evaluation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#0000000010GG17ZMAP4TWQVBGQ","Data Visualization Associate Early Internship","Internship","I4ZTKD3","[{""code"": ""Q5MZHEX"", ""ans_type"": ""boolean"", ""question"": "">=70% in peer evaluation"", ""is_frozen"": ""true"", ""serial_number"": ""-1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QR2L612"", ""ans_type"": ""boolean"", ""question"": ""Eligible for star performer: >=90% peer evaluation score"", ""is_frozen"": ""false"", ""serial_number"": ""10"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QT86K4I"", ""ans_type"": ""boolean"", ""question"": ""Team Number"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QAU9TZ4"", ""ans_type"": ""string"", ""question"": ""PH Name"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QJVISMS"", ""ans_type"": ""boolean"", ""question"": ""submited reflective video"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QEVLJQS"", ""ans_type"": ""boolean"", ""question"": ""Attended Orientation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QDIJXGI"", ""ans_type"": ""boolean"", ""question"": ""active in week 1"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q9KIMGE"", ""ans_type"": ""boolean"", ""question"": ""active in week 2"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QXU3G6V"", ""ans_type"": ""boolean"", ""question"": ""active in week 3"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QHN4SX1"", ""ans_type"": ""boolean"", ""question"": ""active in week 4"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWSMFF5"", ""ans_type"": ""boolean"", ""question"": ""submitted feedback form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWTXVAF"", ""ans_type"": ""boolean"", ""question"": ""submitted peer evaluation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QE5KKU4"", ""ans_type"": ""boolean"", ""question"": ""Eligible for internship completion: >=70% peer evaluation score"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#0000000010PEZ8YJWH6VG6TJB3","Volunteer for Social Service Activity","Engagement","N8RUTKW","[{""code"": ""Q2LO3V0"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverbales"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#000000000GNTFT74MZT893VC0G","Digital Marketing Early Internship ","Internship","I476315","[{""code"": ""Q0BXXHJ"", ""ans_type"": ""boolean"", ""question"": ""Attended Orientation"", ""is_frozen"": ""false""}, {""code"": ""QQQ82NL"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Active"", ""is_frozen"": ""false""}, {""code"": ""QBCUQSU"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Active"", ""is_frozen"": ""false""}, {""code"": ""QMZAHSZ"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Active"", ""is_frozen"": ""false""}, {""code"": ""Q3HO29R"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Active"", ""is_frozen"": ""false""}, {""code"": ""QQCDWCE"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback Form"", ""is_frozen"": ""false""}, {""code"": ""QKV1QNS"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video"", ""is_frozen"": ""false""}, {""code"": ""Q598HHS"", ""ans_type"": ""boolean"", ""question"": ""Dropped Out"", ""is_frozen"": ""false""}, {""code"": ""QYV6ILX"", ""ans_type"": ""boolean"", ""question"": ""Submitted Peer Evaluation Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1QVUXJ"", ""ans_type"": ""boolean"", ""question"": ""Submitted Self Evaluation Form"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#000000000GWQAXC5X45C2MHJ28","Data Visualization Early Internship","Internship","I352815","[{""code"": ""QN95HXN"", ""ans_type"": ""boolean"", ""question"": ""Submitted Self Evaluation"", ""is_frozen"": ""false"", ""serial_number"": ""7"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QT21JQJ"", ""ans_type"": ""boolean"", ""question"": ""Submitted Peer Evaluation"", ""is_frozen"": ""false"", ""serial_number"": ""8"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QL3M445"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video"", ""is_frozen"": ""false"", ""serial_number"": ""6"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWPNP5B"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Active"", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QA8YIZH"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback Form"", ""is_frozen"": ""false"", ""serial_number"": ""5"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QA9OQ91"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Active"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QEWG7K9"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Active"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q2WRD77"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Active"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QNWNPVW"", ""ans_type"": ""boolean"", ""question"": ""Scored >90% in Peer Evaluation"", ""is_frozen"": ""false"", ""serial_number"": ""11"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#000000000GZYNNHVFJWWPTA9VX","Innovation & Entrepreneurship Early Internship","Internship","I359084","[{""code"": ""Q3IYIV3"", ""ans_type"": ""boolean"", ""question"": ""Scored >90% in Peer Evaluation"", ""is_frozen"": ""false"", ""serial_number"": ""11"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QJ44LKZ"", ""ans_type"": ""boolean"", ""question"": ""Attended Orientation"", ""is_frozen"": ""false""}, {""code"": ""QOSTEDE"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Active"", ""is_frozen"": ""false""}, {""code"": ""Q6R0L7V"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Active"", ""is_frozen"": ""false""}, {""code"": ""QQQILTN"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Active"", ""is_frozen"": ""false""}, {""code"": ""Q49ZEGC"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Active"", ""is_frozen"": ""false""}, {""code"": ""Q3817LH"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video"", ""is_frozen"": ""false""}, {""code"": ""Q08IOTL"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback Form"", ""is_frozen"": ""false""}, {""code"": ""QVLT3RJ"", ""ans_type"": ""boolean"", ""question"": ""Dropped Out"", ""is_frozen"": ""false""}, {""code"": ""Q4NYH35"", ""ans_type"": ""boolean"", ""question"": ""Submitted Self Evaluation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1F0YIB"", ""ans_type"": ""boolean"", ""question"": ""Submitted Peer Evaluation"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#00000000101BRJY9TVWC6XG9BH","Business Consulting Early Internship","Internship","IBLCQ1D","[{""code"": ""QAGLZJ1"", ""ans_type"": ""boolean"", ""question"": ""Attended OBM"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMA845D"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 1"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QLLX69P"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 2"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QFRIKFP"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 3"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q46C582"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 4"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QR5WMQA"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000109PRDZVKY0B5745MP","Customer Acquisition and Retention Virtual Internship","Internship","ION83IM","[{""code"": ""QD4KH5L"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 1 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QAKNSKY"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 2 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q7AZZZ3"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 3 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QE0IL7U"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 4 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1WAYA0"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 5 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""5"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q3TDRU0"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 6 deliverables and reflection video ?"", ""is_frozen"": ""false"", ""serial_number"": ""6"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q61JDCR"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010CD3CAK3FZK9VXKRM","Digital Strategy Early Internship","Internship","I2519OA","[{""code"": ""QYR1F60"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 4"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QBQ0N34"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 2"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QIK5GKR"", ""ans_type"": ""boolean"", ""question"": ""Active in week 3"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QWT9CZC"", ""ans_type"": ""boolean"", ""question"": ""Active In week 1"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QRV7630"", ""ans_type"": ""boolean"", ""question"": ""Attended On boarding meeting"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Q8AEOXF"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010SAZXDAE05AN2CGAN","Project Management Associate Early Internship","Internship","IP5EYAL","[{""code"": ""Q34K35A"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 4"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QP6T5DL"", ""ans_type"": ""boolean"", ""question"": ""Active in Week 3"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QJBNXX2"", ""ans_type"": ""boolean"", ""question"": ""Team Number"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QAVNGMF"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Active"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1US8PQ"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Active"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QAQ3PDN"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Active"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#00000000103RQ5P22YBAHDY9D6","Human Resource Manager","Career","AASK2XU","[{""code"": ""QH0S2K6"", ""ans_type"": ""boolean"", ""question"": ""Has the candidate completed his tenure successfully at Pepagora?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QGZBISD"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010AWJ1XABSV8Y81FWC","Business Development Virtual Internship","Internship","I2KYO99","[{""code"": ""QKEA69F"", ""ans_type"": ""boolean"", ""question"": ""submitted Week 1 Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMHC1HC"", ""ans_type"": ""boolean"", ""question"": ""Submitted Week 2 Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q433SYX"", ""ans_type"": ""boolean"", ""question"": ""submitted week 3 Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q87WS4F"", ""ans_type"": ""boolean"", ""question"": ""submitted week 4 Deliverable"", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QOHZYZD"", ""ans_type"": ""boolean"", ""question"": ""Submitted Final Presentation"", ""is_frozen"": ""false"", ""serial_number"": ""8"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QUZ8PA3"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""6"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QTKM7TB"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010T5Z097Y9V8XJ14H0","Cinematic Storytelling Challenge","Competition","MNEFIP9","[{""code"": ""Q18DK2Q"", ""ans_type"": ""boolean"", ""question"": ""Submitted Assignment?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QOMN1DK"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QMCIP6C"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010TP90ZXYVZP87BRSF","CyberSecure Challenge – Promoting Cyber Hygiene","Competition","MP1JNLA","[{""code"": ""Q17H3WS"", ""ans_type"": ""boolean"", ""question"": ""Submitted Assingments?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QQESGQU"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QY1VFAW"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010VHKDXBZ03CP36XNR","Health Equity: Addressing Medical Needs in Low-Income Communities","Competition","MQBUBPG","[{""code"": ""QTMG25C"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QPRXSGL"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q01PAHJ"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010XDF0W6XBJ0Y5VWB6","Financial Fundamentals Challenge","Competition","MCTI4XR","[{""code"": ""Q3JF7XV"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q7Z6ICD"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q1AENGF"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000100KYYEP12K1HANVN6","Cybersecurity: Defensive Hacking","Internship","ICRFJ90","[{""code"": ""QD6JZ25"", ""ans_type"": ""boolean"", ""question"": ""Orientation Meeting Attended"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QJKLC5V"", ""ans_type"": ""boolean"", ""question"": ""Week 1 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q9P988U"", ""ans_type"": ""boolean"", ""question"": ""Week 2 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QMTGJ4W"", ""ans_type"": ""boolean"", ""question"": ""Week 3 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QLRRIK3"", ""ans_type"": ""boolean"", ""question"": ""Week 4 Deliverable"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QAD4H1D"", ""ans_type"": ""boolean"", ""question"": ""Final Presentation "", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QV160TR"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000102P0E1RESH59C398P","Tulip Application Development Masterclass","Masterclass","SSZ9T1H","[{""code"": ""QY7H25B"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 1 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q8HD5T2"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 2 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QJ2FBPQ"", ""ans_type"": ""boolean"", ""question"": ""Submitted Day 3 deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""3"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QHUS45U"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video ?"", ""is_frozen"": ""false"", ""serial_number"": ""4"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QCOQMDZ"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000102XCC8XC7RBJBYCTQ","Data to Decisions: The Ultimate Market Research Course","Course","U3CQK54","[{""code"": ""QS7A5LH"", ""ans_type"": ""boolean"", ""question"": ""Submitted deliverables ?"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q6Q9383"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflective Video ?"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Team"", ""ans_type"": ""string"", ""question"": ""Group Info"", ""is_frozen"": ""false"", ""serial_number"": ""0"", ""is_required_for_badge_award"": ""false""}, {""code"": ""QSI7R16"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#0000000010328YDQFB2AWFAT4Y","Urban Futurism: Crafting the next generation of smart cities","Competition","MY6O3TV","[{""code"": ""QU7UHN9"", ""ans_type"": ""boolean"", ""question"": ""Submitted deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QIOEZZC"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""Q0OBWBS"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000103VQ3NKTN4ZRNWT0X","Global Information Transparency Challenge","Competition","MODENTV","[{""code"": ""QYCBU7D"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QZJV6S7"", ""ans_type"": ""boolean"", ""question"": ""Submitted Reflection and Feedback"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QGYRMIO"", ""ans_type"": ""string"", ""question"": ""Additional Notes"", ""is_frozen"": ""false"", ""is_required_for_badge_award"": ""false""}]"
"Opportunity#00000000100PMEVD9Q2DWHJP99","Mind Works: An Introduction to Psychology ","Masterclass","SLPPAHO",NULL
"Opportunity#0000000010ED04727HV6YYKTJA","Business Bootcamp: A Comprehensive Guide for Young Entrepreneurs","Masterclass","SP7ZBPD",NULL
"Opportunity#00000000101B18VTFGRESFT317","Complete Resume & Setup Career Services Appointment","Engagement","N2K517C",NULL
"Opportunity#00000000101YHSX20DFJQCKQBR","AI Ethics Challenge","Competition","MNHPXZ4",NULL
"Opportunity#0000000010EJ11XXYEM3CZ00E3","Begin Your Job Search","Engagement","N46DJXE",NULL
"Opportunity#000000123GBZ5VRTC3YS9T716N","Data Visualization","Internship","I866009",NULL
"Opportunity#0000000010SQMBTQETF8YK4RB6","Cracking the Interview Code Workshop","Event","EA0YT6T",NULL
"Opportunity#00000000105DMHKCM7B2QDXD9E","Application Processing Intern","Career","A92XB4H",NULL
"Opportunity#0000000010WWX340GTVHRR52VF","Jump Start: Developing your Emotional Intelligence","Course","U759SSQ","[{""code"": ""QD6CAIB"", ""ans_type"": ""boolean"", ""question"": ""Submitted Deliverables"", ""is_frozen"": ""false"", ""serial_number"": ""1"", ""is_required_for_badge_award"": ""true""}, {""code"": ""QGN7ZOV"", ""ans_type"": ""boolean"", ""question"": ""Submitted Feedback and Reflection"", ""is_frozen"": ""false"", ""serial_number"": ""2"", ""is_required_for_badge_award"": ""true""}]"
"Opportunity#000000000G4F19XBEXPWKS8F3N","Statement of Purpose (SOP) Writing Workshop","Event","E258709",NULL
"Opportunity#000000000G8BW90E86ARRKM3MQ","Cybersecurity: Defensive Hacking","Internship","I155449",NULL
"Opportunity#000000000G8JG2FEA12SVNXXEN","Esports and Game Design","Internship","I860340",NULL
